Title,Author,Publisher,Price,Quantity
The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,Vintage,88,458
The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,Vintage,43,485
An Imaginary Life,David Malouf,Vintage,31,277
The Great World,David Malouf,Vintage,91,54
A Very Long Engagement,Sébastien Japrisot,Vintage,68,448
Birdsong,Sebastian Faulks,Vintage International,96,60
The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,New Directions,70,108
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,Fawcett,72,32
The Road,Cormac McCarthy,Alfred A. Knopf,90,101
The Road to Serfdom,Friedrich A. Hayek,Routledge,87,175
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,Wizards of the Coast,59,352
Road Trip USA: Cross-Country Adventures on Americas Two-Lane Highways,Jamie Jensen,Rick Steves,72,145
Howls Moving Castle (Howls Moving Castle  #1),Diana Wynne Jones,Harper Trophy,24,173
Howl and Other Poems,Allen Ginsberg/William Carlos Williams,City Lights,26,179
When Rabbit Howls,Truddi Chase/Robert A. Phillips,Berkley,73,357
The Art of Howls Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,VIZ Media LLC,23,271
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg/Barry Miles,Harper Perennial Modern Classics,94,239
The Best of Americas Test Kitchen 2007: The Years Best Recipes  Equipment Reviews  and Tastings,Americas Test Kitchen,Americas Test Kitchen,30,44
Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,Puffin Books,83,21
Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,Puffin Books,76,27
Charlie and the Chocolate Factory (Abridged),Roald Dahl,Puffin,44,61
Collected Stories,Roald Dahl/Jeremy Treglown,Alfred A. Knopf,35,413
Roald Dahl Treasury,Roald Dahl,Viking Juvenile,90,392
Dirty Beasts,Roald Dahl/Quentin Blake,Puffin Books,39,73
Never Let Me Go,Kazuo Ishiguro,Vintage Books,48,120
Never Let Me Go,Kazuo Ishiguro,Vintage Books,45,75
Never Let Me Go,Kazuo Ishiguro/Rosalyn Landor,Books on Tape,89,95
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,Paul Dry Books,98,425
Paradoxes of Education in a Republic,Eva Brann,University of Chicago Press,38,284
The Music of the Republic: Essays on Socrates Conversations and Platos Writings,Eva Brann,Paul Dry Books,59,429
Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,Paul Dry Books,44,317
Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,Focus,8,27
Rocky Stories: Tales of Love  Hope  and Happiness at Americas Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,Paul Dry Books,61,220
My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,William Morrow Paperbacks,78,15
Since Youre Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,Avon,7,362
The Da Vinci Code (Robert Langdon  #2),Dan Brown,Doubleday Publishing (NY),37,142
Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,NAL,75,30
Mother God: The Feminine Principle to Our Creator,Sylvia Browne,Hay House,75,0
Thanksgiving,Janet Evanovich,HarperTorch,17,491
Plum Lovin (Stephanie Plum  #12.5),Janet Evanovich,St. Martins Press,0,469
Four to Score (Stephanie Plum  #4),Janet Evanovich,St. Martins Press,75,445
Seven Up (Stephanie Plum  #7),Janet Evanovich,St. Martins Press,72,342
Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,St. Martins Press,62,311
Motor Mouth (Alex Barnaby #2),Janet Evanovich,HarperCollins,70,450
A Supposedly Fun Thing Ill Never Do Again: Essays and Arguments,David Foster Wallace,Little  Brown,64,341
Ivanhoe,Walter Scott/Graham Tulloch,Penguin Books /Penguin Classics,82,165
Ivanhoe,Marianna Mayer/Walter Scott/John Rush,Chronicle Books,41,418
Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,Berkley,7,139
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,Regnery History,29,258
His Excellency: George Washington,Joseph J. Ellis,Vintage,1,497
George Washingtons Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,Applewood Books,91,410
George Washingtons Sacred Fire,Peter A. Lillback/Jerry Newcombe,Providence Forum Press,36,486
Waverley,Walter Scott/Claire Lamont,Oxford University Press,94,395
The Antiquary,Walter Scott/Nicola J. Watson,Oxford University Press,9,322
Rob Roy,Walter Scott/Lockhart Bogle,Modern Library,8,110
Prozac Nation,Elizabeth Wurtzel,Riverhead Books,44,121
Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,Faber & Faber,20,36
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,St. Martins Press,99,255
Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,Putnam Adult,94,312
At Risk (Winston Garano  #1),Patricia Cornwell,G. P. Putnams Sons,56,93
Predator (Kay Scarpetta  #14),Patricia Cornwell,Berkley Publishing Group,36,174
Trace (Kay Scarpetta  #13),Patricia Cornwell,Berkley,76,62
Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,Pocket Books,18,29
Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,Smithmark Publishers,4,447
From Potters Field (Kay Scarpetta  #6),Patricia Cornwell,Berkley Books,29,482
The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,Berkley,87,168
Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,Penguin Audio,62,184
Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,Berkley Books,51,50
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,HarperAudio,91,448
At Risk (Winston Garano  #1),Patricia Cornwell,Berkley Books,64,269
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,Scribner,16,403
In the Dark of the Night,John Saul,Ballantine Books,61,132
Perfect Nightmare,John Saul,Ballantine Books,48,446
Early Color,Saul Leiter/Martin Harrison,Steidl,26,336
Herzog,Saul Bellow/Philip Roth,Penguin Classics,94,480
Midnight Voices,John Saul/Joe Blades,Ballantine Books,45,52
The Manhattan Hunt Club,John Saul,Ballantine Books,56,281
Shadows,John Saul,Bantam,75,294
The Presence,John Saul,Ballantine Books,45,229
Creature,John Saul,Bantam,77,325
Asylum (Blackstone Chronicles  #6),John Saul,Fawcett,46,125
Suffer the Children,John Saul,Dell,68,481
The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,Grand Central Publishing,81,370
Big Bad Wolf,Linda Jones,Love Spell,97,376
Why Do Men Fall Asleep After Sex? More Questions Youd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,Three Rivers Press,55,104
Four Blondes,Candace Bushnell,Grove Press,58,109
Lipstick Jungle,Candace Bushnell,Hachette Books,25,135
Lipstick Jungle,Candace Bushnell,Hachette Books,44,269
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,Sterling,39,139
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,Touchstone,49,488
Its Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,Hyperion,92,248
Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,Gallery Books,13,235
The Big Over Easy (Nursery Crime  #1),Jasper Fforde,Penguin,17,368
The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,HarperSanFrancisco,85,106
Its Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,Gibbs Smith,58,244
Le Divorce,Diane Johnson,Plume,82,456
Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,Fount,99,293
The Divine Comedy,Dante Alighieri/John Ciardi,NAL,77,304
The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,Everymans Library,36,20
Divine,Karen Kingsbury,Tyndale House Publishers,73,89
When the Emperor Was Divine,Julie Otsuka,Penguin,24,475
Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,Wizards of the Coast,61,49
A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,Whitaker House,86,297
Boy: Tales of Childhood (Roald Dahls Autobiography  #1),Roald Dahl/Quentin Blake,Puffin Books,90,105
The Enormous Crocodile,Roald Dahl/Quentin Blake,Puffin,83,113
The Magic Finger,Roald Dahl/Quentin Blake,Puffin Books,58,187
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,Knopf Books for Young Readers,59,90
The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,Dark Horse Books,34,139
Going Solo (Roald Dahls Autobiography  #2),Roald Dahl/Quentin Blake,Puffin,32,351
Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,Pelican Publishing,58,79
James and the Giant Peach,Roald Dahl/Quentin Blake,Alfred A. Knopf,28,42
Danny the Champion of the World,Roald Dahl/Quentin Blake,Knopf Books for Young Readers,44,273
My Uncle Oswald,Roald Dahl,Penguin (Non-Classics),8,256
Fantastic Mr. Fox,Roald Dahl/Quentin Blake,Knopf Books for Young Readers,15,350
The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,Puffin,69,17
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,New World Library,68,23
Wild Things: Four Tales,Douglas Clegg,Cemetery Dance Publications,42,209
Wild Things (Prowlers Book 1),Christopher Golden,Pocket Books,88,90
A Supposedly Fun Thing Ill Never Do Again:  Essays and Arguments,David Foster Wallace,Back Bay Books,12,453
Oblivion,David Foster Wallace,Back Bay Books,82,146
Consider the Lobster and Other Essays,David Foster Wallace,Little  Brown and Company,45,131
Brief Interviews with Hideous Men,David Foster Wallace,Abacus,7,477
Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,American Diabetes Association,35,286
Easy French Reader,R. de Roussy de Sales,McGraw-Hill Education,86,100
Algebra the Easy Way,Douglas Downing,Barrons Educational Series,95,160
Easy Riders  Raging Bulls,Peter Biskind,Simon  Schuster,5,427
Cloud Atlas,David Mitchell,Sceptre,68,309
The Cloud Atlas,Liam Callanan,Dial Press,35,318
Easy Labor: Every Womans Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,Ballantine Books,42,477
The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,Plume,20,436
American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,Barrons Educational Series,26,19
Ghostwritten,David Mitchell,Vintage,77,432
Romeo & Juliet,William Shakespeare/Alan Durband,Nelson Thornes Ltd,28,229
Easy Prey (Lucas Davenport  #11),John Sandford,Simon & Schuster,92,144
Mayada  Daughter of Iraq: One Womans Survival Under Saddam Hussein,Jean Sasson,Berkley Books,56,455
Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,St. Martins Press,23,86
Smitten (Elsie Hawkins #2),Janet Evanovich,HarperTorch,29,211
Manhunt,Janet Evanovich,HarperTorch,6,490
Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,Scribner,85,350
Hot Six (Stephanie Plum  #6),Janet Evanovich,St. Martins Paperbacks,16,396
Amsterdam,Ian McEwan,Anchor Books/Knopf Doubleday Publishing Group,99,206
Fodors Amsterdam (Fodors Gold Guides),Fodors Travel Publications Inc./Sarah Gold,Fodors,70,188
The Child in Time,Ian McEwan,Anchor,1,271
Enduring Love,Ian McEwan,Vintage,45,448
Black Dogs,Ian McEwan,Anchor,75,376
The Comfort of Strangers,Ian McEwan,Anchor,43,23
And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,Harlequin Anthologies,55,4
Las rubias de 5th Avenue,Plum Sykes,Debolsillo,41,455
Tuesdays with Morrie,Mitch Albom,Anchor Books,25,412
La Dernière Leçon,Mitch Albom,French & European Pubns,11,395
My Sisters Keeper,Mavis Applewater,Limitless Corporation,47,330
My Sisters Keeper (Gillian Adams  #2),Nora Kelly,Poisoned Pen Press,85,462
Their Sisters Keepers: Womens Prison Reform in America  1830-1930,Estelle B. Freedman,University of Michigan Press,73,444
Babys Alphabet,Jean Marzollo/Nancy Sheehan,Roaring Brook Press,39,349
Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,Caedmon,98,82
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,Ten Speed Press,64,32
You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,Hay House,63,354
Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,Black Swan,36,486
Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,Random House Audio,18,36
Como agua para chocolate,Laura Esquivel,Turtleback Books,68,61
The Radicalism of the American Revolution,Gordon S. Wood,Vintage,96,281
Emma,Jane Austen/Fiona Stafford,Penguin Books,6,303
Prince of Ice (Tale of the Demon World  #3),Emma Holly,Berkley Sensation,41,144
Emma Lazarus,Esther Schor,Schocken,4,301
Strange Attractions,Emma Holly,Berkley Books,65,201
The Mermaid Chair,Sue Monk Kidd,Penguin Books,24,160
The Dance of the Dissident Daughter: A Womans Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,HarperOne,55,123
When the Heart Waits: Spiritual Direction for Lifes Sacred Questions,Sue Monk Kidd,HarperOne,40,468
With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,Ave Maria Press,7,325
Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,W. W. Norton  Company,24,47
Yeah  I Said It,Wanda Sykes,Atria Books,76,364
The Seven Daughters Of Eve,Bryan Sykes,Corgi,4,118
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Cant Read  Write or Add,Charles J. Sykes,St. Martins Griffin,85,317
If I Dont Write It Nobody Else Will: An Autobiography,Eric Sykes,Fourth Estate,86,133
Hamlet,William Shakespeare,SparkNotes,91,144
William Shakespeares A Midsummer Nights Dream (Cliffs Complete),CliffsNotes/Michael McMahon,Cliffs Notes,84,351
A Midsummer Nights Dream,William Shakespeare,Signet Book,89,2
A Midsummer Nights Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,AudioGO,84,401
A Midsummer Nights Dream,William Shakespeare/Roma Gill/B. Litt,Oxford University Press  USA,82,273
A Midsummer Nights Dream,William Shakespeare/Roma Gill,Oxford University Press  USA,56,124
The Burning (Guardians of GaHoole  #6),Kathryn Lasky/Richard Cowdrey,Scholastic Paperbacks,28,498
The Siege (Guardians of GaHoole  #4),Kathryn Lasky,Scholastic  Inc.,38,105
In the Company of Cheerful Ladies (No. 1 Ladies Detective Agency  #6),Alexander McCall Smith,Anchor,26,338
Morality for Beautiful Girls (No. 1 Ladies Detective Agency #3),Alexander McCall Smith,Random House Anchor,57,397
In the Company of Cheerful Ladies (No. 1 Ladies Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,Recorded Books  Inc.,96,21
The Full Cupboard of Life (No. 1 Ladies Detective Agency  #5),Alexander McCall Smith,Pantheon Books,48,291
The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,Alfred A. Knopf,81,430
The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,Dark Horse Books,64,279
The Tale of Genji: Scenes from the Worlds First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,Kodansha America,23,208
Blue Shoes and Happiness (No. 1 Ladies Detective Agency  #7),Alexander McCall Smith,Pantheon,99,238
In the Company of Cheerful Ladies (No. 1 Ladies Detective Agency #6),Alexander McCall Smith,Pantheon,52,492
Ein Gentleman für Mma Ramotswe (No. 1 Ladies Detective Agency  #2),Alexander McCall Smith,Nymphenburger,22,224
Ein Koch für Mma Ramotswe (No. 1 Ladies Detective Agency  #3),Alexander McCall Smith,Nymphenburger,75,442
The Good Husband of Zebra Drive (No. 1 Ladies Detective Agency #8),Alexander McCall Smith,Pantheon Books,90,74
The No. 1 Ladies Detective Agency (No. 1 Ladies Detective Agency #1),Alexander McCall Smith,Anchor Books,9,370
Paris to the Moon,Adam Gopnik,Random House Trade Paperbacks,2,158
The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,Sun and Moon Press,26,246
My Movie Business: A Memoir,John Irving,Ballantine Books,65,419
Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,Wings,6,416
The Headmasters Papers,Richard A. Hawley/John Irving,Paul S. Eriksson,69,325
Blade Runner,Philip K. Dick,Del Rey,11,182
The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,Scholastic  Inc.,44,49
The Soul of a New Machine,Tracy Kidder,Back Bay Books,40,435
No Better Place to Die: The Battle Of Stones River,Peter Cozzens,University of Illinois Press,85,310
Never Call Retreat,Bruce Catton/E.B. Long,Phoenix Press (UK),56,369
The 42nd Parallel (U.S.A.  #1),John Dos Passos,Mariner Books,70,452
U.S.A.: 42e Parallèle/LAn premier du siècle/La Grosse galette,John Dos Passos,Gallimard,23,423
The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,Mariner Books,87,44
1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,Mariner Books,88,133
The King in the Window,Adam Gopnik/Omar Rayyan,Miramax Books,43,272
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,Oxford University Press,76,329
The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,Hackett Publishing Company  Inc.,99,158
The Count of Monte Cristo,Alexandre Dumas/Robin Buss,Penguin Classics,60,129
The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,Simon  Schuster,58,191
The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,Modern Library,37,104
The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,Bantam Classics,73,363
Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,Signet,84,127
Crime and Punishment in American History,Lawrence M. Friedman,Basic Books,57,477
Crime and Punishment in America,Elliott Currie,Picador,36,359
Cliffsnotes on Dostoevskys Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,Cliffs Notes,63,108
On Crimes and Punishments,Cesare Beccaria/David Young,Hackett Publishing Company  Inc.,83,95
Crime and Punishment,Fyodor Dostoyevsky/David McDuff,Penguin,9,74
Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,Norton and Co.,97,395
The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,Sage Publications  Inc,92,178
The Beginning and the End,Naguib Mahfouz,Anchor Books,3,343
The Black Tulip,Alexandre Dumas/Robin Buss,Penguin Classics,97,450
La Dame aux Camélias,Alexandre Dumas fils/David Coward,Oxford University Press,89,249
The Womens War,Alexandre Dumas/Robin Buss,Penguin Classics,67,157
The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,Modern Library,38,170
The Way the Crow Flies,Ann-Marie MacDonald,Harper Perennial,72,451
As the Crow Flies,Jeffrey Archer,St. Martins Paperbacks,56,283
Under The Tuscan Sun - At Home In Italy,Frances Mayes,Broadway Books,15,303
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,Thomas Nelson,65,149
The Secret Life of Bees,Sue Monk Kidd,Penguin Books,96,245
The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,Darton  Longman & Todd,22,339
The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,Ave Maria Press,28,28
The Prodigal Son (Roger the Chapman  #15),Kate Sedley,Severn House Publishers,6,128
The Poisonwood Bible,Barbara Kingsolver,Harper Perennial Modern Classics,7,359
The Poisonwood Bible,Barbara Kingsolver,Faber and Faber,52,52
How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,It Books,60,330
Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,St. Martins Griffin,88,477
No Dominion (Joe Pitt  #2),Charlie Huston,Del Rey,21,410
Dominion (Ollie Chandler #2),Randy Alcorn,Multnomah Books,6,322
O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,Sleeping Bear Press,77,455
Dominion,Masamune Shirow,Dark Horse Manga,58,459
Essentials of Conservation Biology,Richard B. Primack,Sinauer Associates,61,343
Marine Conservation Biology: The Science of Maintaining the Seas Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,Island Press,15,333
Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,Wiley-Blackwell,96,439
The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,Rufus Publications,42,166
Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,HarperOne,45,334
Zolars Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,Atria Books,82,300
The Complete Dream Dictionary,Pamela Ball,Booksales,46,302
Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,Mariner Books,21,410
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,Houghton Mifflin Company,50,320
J.R.R. Tolkien: A Biography,Humphrey Carpenter,Mariner Books,56,311
The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,Del Rey,95,290
Tolkien on Film: Essays on Peter Jacksons The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,Mythopoeic Press,71,96
The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,HarperCollins,89,228
The Maps of Tolkiens Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,Houghton Mifflin Harcourt,52,17
The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,Westminster John Knox Press,56,260
The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,HarperCollins,54,322
Tolkien and the Great War: The Threshold of Middle-earth,John Garth,Mariner Books,23,143
Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,Paulist Press,74,145
The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,Del Rey/Ballantine Books,17,263
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,HarperCollins Publishers Ltd,8,196
The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,Mariner Books,49,449
Tolkien: A Look Behind The Lord of the Rings,Lin Carter,Ballantine Books (NY),20,165
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,Recorded Books  Inc.,11,451
Midnight in the Garden of Good and Evil,John Berendt,Modern Library,76,129
Toms Midnight Garden,Philippa Pearce,Puffin Books,34,210
Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,Harcourt,2,46
Gods Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,Lantern Books,38,411
Lafayette,Harlow Giles Unger,Wiley (TP),25,441
My Pride and Joy: An Autobiography,George  Adamson,Simon & Schuster,14,163
Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,Marvel,59,494
Skys Pride and Joy (Bachelor Gulch #8),Sandra Steffen,Silhouette Romance,41,250
The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,Mills & Boon,6,199
The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,Yale University Press,91,241
The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,Prometheus Books,26,339
Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,University of California Press,96,497
The Nubian Prince,Juan Bonilla/Esther Allen,Metropolitan Books,90,401
Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,Picador USA,8,249
Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,Grove Press,55,39
Naked Lunch: The Restored Text,William S. Burroughs,HarperCollins Publishers,93,304
The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,Quality Paperback Book Club,10,379
The Glass Castle,Jeannette Walls,Scribner,0,319
Same Sex in the City,Lauren  Levin/Lauren Blitzer,Gallery Books,39,415
Sex and the City: Kiss and Tell,Amy Sohn/Sarah Jessica Parker,Pocket Books,29,285
Human Traces,Sebastian Faulks,Random House (NY),21,451
The Girl at the Lion dOr,Sebastian Faulks,Vintage,6,195
Human Traces,Sebastian Faulks,Vintage,8,272
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,BALLANTINE BOOKS,26,113
Suzannes Diary for Nicholas,James Patterson,Vision,35,20
Hitlers Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,Abacus,0,213
Hitlers Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,Wilhelm Goldmann Verlag  GmbH,2,236
Beach Girls,Luanne Rice,Bantam,20,345
The Beach House,James Patterson/Peter de Jonge,Grand Central Publishing,24,74
The Beach House (Beach House #1),Mary Alice Monroe,Mira Books,23,99
The Beach House,James Patterson/Peter de Jonge,Little  Brown and Company,89,313
Path of the Assassin (Scot Harvath  #2),Brad Thor,Pocket Books,2,75
Presidential Assassins (History Makers),Patricia D. Netzley,Lucent Books,13,270
The Blind Side: Evolution of a Game,Michael   Lewis,W. W. Norton  Company,77,199
The Blind Watchmaker,Richard Dawkins,W. W. Norton  Company,79,485
I Love Everybody (and Other Atrocious Lies),Laurie Notaro,Villard Books,59,390
Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,Villard,50,349
The Idiot Girls Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,Villard,53,222
We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,Villard,9,40
Theres a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,Villard,47,90
